,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
288,44.0,5.0,第4节,第4节,-8.5,0.77,9.5,0.91,173.5,0.83,173.5,0.83,9.5,4.0,,1.0,4.0,7.0,26.0,29.0,12.0,7.0,1.0,4.0,5.0,1.0,63.2,58.3,86.0,76.0,0.0,1,3.0,46.0,0,,11077.0,0.0,0.0
289,44.0,5.0,第4节,第4节,-9.5,0.77,9.5,0.91,173.5,0.83,173.5,0.83,-9.5,4.0,,1.0,4.0,7.0,26.0,29.0,12.0,7.0,1.0,4.0,6.0,1.0,63.2,58.3,86.0,76.0,0.0,1,3.0,46.0,0,,11086.0,0.0,0.0
290,44.0,5.0,第4节,第4节,-9.5,0.77,9.5,0.91,173.5,0.83,173.5,0.83,-9.5,4.0,,1.0,4.0,7.0,26.0,29.0,12.0,7.0,1.0,4.0,6.0,1.0,63.2,58.3,86.0,76.0,1.0,1,3.0,46.0,0,,21077.0,0.0,0.0
291,44.0,5.0,第4节,第4节,-9.5,0.77,9.5,0.91,173.5,0.83,173.5,0.83,-9.5,4.0,,1.0,4.0,7.0,26.0,29.0,12.0,7.0,1.0,4.0,6.0,1.0,63.2,58.3,86.0,76.0,1.0,1,3.0,46.0,0,,21077.0,0.0,0.0
292,44.0,5.0,第4节,第4节,-9.5,0.77,9.5,0.91,173.5,0.83,173.5,0.83,-9.5,4.0,,1.0,4.0,7.0,26.0,29.0,12.0,7.0,1.0,4.0,6.0,1.0,63.2,58.3,86.0,76.0,1.0,1,3.0,46.0,0,,21077.0,0.0,0.0
293,44.0,5.0,第4节,第4节,-9.5,0.77,10.5,0.91,173.5,0.83,173.5,0.83,10.5,4.0,,1.0,4.0,7.0,26.0,29.0,12.0,7.0,1.0,4.0,6.0,1.0,63.2,58.3,86.0,76.0,1.0,1,3.0,46.0,0,,21077.0,0.0,0.0
294,44.0,5.0,第4节,第4节,-10.5,0.77,10.5,0.91,173.5,0.83,173.5,0.83,-10.5,4.0,,1.0,4.0,7.0,26.0,29.0,12.0,7.0,1.0,4.0,6.0,1.0,63.2,58.3,86.0,76.0,0.0,1,3.0,46.0,0,,21077.0,0.0,0.0
295,44.0,5.0,第4节,第4节,-10.5,0.77,10.5,0.91,173.5,0.83,173.5,0.83,-10.5,4.0,,1.0,4.0,7.0,26.0,29.0,12.0,7.0,1.0,4.0,6.0,1.0,63.2,58.3,86.0,76.0,0.0,1,3.0,46.0,0,,21077.0,0.0,0.0
296,44.0,5.0,第4节,第4节,-10.5,0.77,10.5,0.91,173.5,0.83,173.5,0.83,-10.5,4.0,,1.0,4.0,7.0,26.0,29.0,12.0,7.0,1.0,4.0,6.0,1.0,63.2,58.3,86.0,76.0,0.0,1,3.0,46.0,0,,21077.0,0.0,0.0
297,44.0,5.0,第4节,第4节,-10.5,0.83,10.5,0.83,173.5,0.83,173.5,0.83,-10.5,4.0,1:1,1.0,4.0,7.0,26.0,29.0,12.0,7.0,1.0,4.0,6.0,1.0,63.2,58.3,86.0,76.0,0.0,1,3.0,46.0,0,,21078.0,0.0,0.0
298,44.0,5.0,第4节,第4节,-10.5,0.83,10.5,0.83,173.5,0.83,173.5,0.83,-10.5,4.0,1:1,1.0,4.0,7.0,26.0,29.0,12.0,7.0,1.0,4.0,6.0,1.0,63.2,53.8,86.0,76.0,0.0,1,3.0,44.0,0,,21080.0,0.0,0.0
299,44.0,5.0,第4节,第4节,-10.5,0.83,10.5,0.83,173.5,0.83,173.5,0.83,-10.5,4.0,,1.0,4.0,7.0,26.0,29.0,12.0,7.0,1.0,4.0,6.0,1.0,63.2,53.8,86.0,76.0,0.0,1,3.0,44.0,0,,11077.0,0.0,0.0
300,44.0,5.0,第4节,第4节,-10.5,0.83,10.5,0.83,173.5,0.83,173.5,0.83,-10.5,4.0,,1.0,4.0,7.0,26.0,29.0,12.0,7.0,1.0,4.0,6.0,1.0,63.2,53.8,86.0,76.0,0.0,1,3.0,42.0,0,,11077.0,0.0,0.0
301,44.0,5.0,第4节,第4节,-10.5,0.77,9.5,0.91,173.5,0.83,173.5,0.83,9.5,4.0,,1.0,4.0,7.0,26.0,29.0,12.0,7.0,1.0,4.0,6.0,1.0,63.2,53.8,86.0,76.0,0.0,1,3.0,42.0,0,,11077.0,0.0,0.0
302,44.0,5.0,第4节,第4节,-9.5,0.77,9.5,0.91,173.5,0.83,173.5,0.83,-9.5,4.0,,1.0,4.0,7.0,27.0,29.0,12.0,7.0,1.0,4.0,6.0,1.0,63.2,53.8,78.0,76.0,0.0,1,3.0,42.0,0,,11074.0,0.0,0.0
303,44.0,5.0,第4节,第4节,-9.5,0.77,9.5,0.91,173.5,0.83,173.5,0.83,-9.5,4.0,,1.0,4.0,7.0,27.0,29.0,12.0,7.0,1.0,4.0,6.0,1.0,63.2,53.8,86.0,78.0,0.0,1,3.0,42.0,0,,21077.0,0.0,0.0
304,44.0,5.0,第4节,第4节,-9.5,0.77,9.5,0.91,173.5,0.83,173.5,0.83,-9.5,4.0,,1.0,4.0,7.0,27.0,29.0,12.0,7.0,1.0,4.0,6.0,1.0,63.2,53.8,86.0,78.0,0.0,1,3.0,32.0,0,,21077.0,0.0,0.0
305,44.0,5.0,第4节,第4节,-9.5,0.77,8.5,0.91,173.5,0.83,173.5,0.83,8.5,4.0,,1.0,4.0,7.0,27.0,29.0,12.0,7.0,1.0,4.0,6.0,1.0,63.2,53.8,86.0,78.0,0.0,1,3.0,32.0,0,,21077.0,0.0,0.0
306,44.0,5.0,第4节,第4节,-8.5,0.77,8.5,0.91,173.5,0.83,173.5,0.83,-8.5,4.0,,1.0,4.0,7.0,27.0,30.0,12.0,7.0,1.0,4.0,6.0,1.0,63.2,53.8,86.0,88.0,0.0,1,3.0,32.0,0,,21074.0,0.0,0.0
307,44.0,5.0,第4节,第4节,-8.5,0.77,8.5,0.91,173.5,0.83,173.5,0.83,-8.5,4.0,,1.0,4.0,7.0,27.0,30.0,12.0,7.0,1.0,4.0,6.0,1.0,63.2,53.8,88.0,78.0,0.0,1,3.0,16.0,0,,11077.0,0.0,0.0
308,44.0,5.0,第4节,第4节,-8.5,0.77,9.5,0.91,173.5,0.83,173.5,0.83,9.5,4.0,,1.0,4.0,7.0,27.0,30.0,12.0,7.0,1.0,4.0,6.0,1.0,63.2,53.8,88.0,78.0,0.0,1,3.0,16.0,0,,11077.0,0.0,0.0
309,44.0,5.0,第4节,第4节,-9.5,0.77,9.5,0.91,173.5,0.83,173.5,0.83,-9.5,4.0,,1.0,4.0,7.0,27.0,30.0,12.0,7.0,1.0,4.0,6.0,1.0,63.2,53.8,88.0,78.0,0.0,1,3.0,8.0,0,,11077.0,0.0,0.0
310,44.0,5.0,第4节,第4节,-9.5,0.77,9.5,0.91,173.5,0.83,173.5,0.83,-9.5,4.0,,1.0,4.0,7.0,27.0,30.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,88.0,78.0,0.0,1,3.0,8.0,0,,21086.0,0.0,0.0
311,44.0,5.0,第4节,第4节,-9.5,0.77,9.5,0.91,173.5,0.83,173.5,0.83,-9.5,4.0,,1.0,4.0,7.0,27.0,30.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,88.0,78.0,1.0,1,3.0,8.0,0,,11077.0,0.0,0.0
312,44.0,5.0,第4节,第4节,-9.5,0.77,9.5,0.91,173.5,0.83,173.5,0.83,-9.5,4.0,,1.0,4.0,7.0,27.0,30.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,88.0,78.0,1.0,1,3.0,8.0,0,,11077.0,0.0,0.0
313,44.0,5.0,第4节,第4节,-9.5,0.77,9.5,0.91,173.5,0.83,173.5,0.83,-9.5,4.0,,1.0,4.0,7.0,27.0,30.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,88.0,78.0,1.0,1,3.0,8.0,0,,11077.0,0.0,0.0
314,44.0,5.0,第4节,第4节,-9.5,0.8,9.5,0.87,173.5,0.83,173.5,0.83,-9.5,4.0,,1.0,4.0,7.0,27.0,30.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,88.0,78.0,1.0,1,3.0,8.0,0,,11077.0,0.0,0.0
315,44.0,5.0,第4节,第4节,-9.5,0.8,9.5,0.87,173.5,0.83,173.5,0.83,-9.5,4.0,,1.0,4.0,7.0,27.0,30.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,88.0,78.0,0.0,1,3.0,8.0,0,,11077.0,0.0,0.0
316,44.0,5.0,第4节,第4节,-9.5,0.8,9.5,0.87,173.5,0.83,173.5,0.83,-9.5,4.0,,1.0,4.0,7.0,27.0,30.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,88.0,78.0,0.0,1,3.0,8.0,0,,11077.0,0.0,0.0
317,44.0,5.0,第4节,第4节,-9.5,0.8,9.5,0.87,173.5,0.83,173.5,0.83,-9.5,4.0,,1.0,4.0,7.0,27.0,30.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,88.0,78.0,0.0,1,3.0,8.0,0,,11077.0,0.0,0.0
318,44.0,5.0,第4节,第4节,-9.5,0.8,9.5,0.87,173.5,0.83,173.5,0.83,-9.5,4.0,,1.0,4.0,7.0,27.0,30.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,88.0,78.0,0.0,1,3.0,0.0,0,,11077.0,0.0,0.0
319,44.0,5.0,第4节,第4节,-9.5,0.8,9.5,0.87,173.5,0.83,173.5,0.83,-9.5,4.0,,1.0,5.0,7.0,27.0,30.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,81.0,78.0,0.0,1,3.0,0.0,0,,11075.0,0.0,0.0
320,44.0,5.0,第4节,第4节,-9.5,0.8,9.5,0.87,173.5,0.83,173.5,0.83,-9.5,4.0,,1.0,5.0,7.0,27.0,30.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,88.0,81.0,0.0,1,3.0,0.0,0,,21077.0,0.0,0.0
321,44.0,5.0,第4节,第4节,-9.5,0.77,7.5,0.91,173.5,0.83,173.5,0.83,7.5,4.0,,1.0,5.0,7.0,27.0,30.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,88.0,81.0,0.0,1,3.0,0.0,0,,21077.0,0.0,0.0
322,44.0,5.0,第4节,第4节,-7.5,0.77,7.5,0.91,173.5,0.83,173.5,0.83,-7.5,4.0,,1.0,5.0,7.0,27.0,30.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,88.0,81.0,0.0,1,2.0,46.0,0,,21077.0,0.0,0.0
323,44.0,5.0,第4节,第4节,-7.5,0.77,6.5,0.91,173.5,0.83,173.5,0.83,6.5,4.0,,1.0,5.0,7.0,27.0,30.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,88.0,81.0,0.0,1,2.0,46.0,0,,11077.0,0.0,0.0
324,44.0,5.0,第4节,第4节,-6.5,0.77,6.5,0.91,173.5,0.83,173.5,0.83,-6.5,4.0,,1.0,5.0,7.0,27.0,30.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,88.0,81.0,1.0,1,2.0,46.0,0,,11077.0,0.0,0.0
325,44.0,5.0,第4节,第4节,-6.5,0.77,7.5,0.91,173.5,0.83,173.5,0.83,7.5,4.0,,1.0,5.0,7.0,27.0,30.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,88.0,81.0,1.0,1,2.0,46.0,0,,21077.0,0.0,0.0
326,44.0,5.0,第4节,第4节,-7.5,0.77,7.5,0.91,173.5,0.83,173.5,0.83,-7.5,4.0,,1.0,5.0,7.0,27.0,30.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,88.0,81.0,1.0,1,2.0,35.0,0,,21077.0,0.0,0.0
327,44.0,5.0,第4节,第4节,-7.5,0.77,7.5,0.91,173.5,0.83,173.5,0.83,-7.5,4.0,,1.0,5.0,7.0,27.0,31.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,88.0,90.0,1.0,1,2.0,35.0,0,,21074.0,0.0,0.0
328,44.0,5.0,第4节,第4节,-7.5,0.77,7.5,0.91,173.5,0.83,173.5,0.83,-7.5,4.0,,1.0,5.0,7.0,27.0,31.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,90.0,81.0,1.0,1,2.0,31.0,0,,11077.0,0.0,0.0
329,44.0,5.0,第4节,第4节,-7.5,0.8,8.5,0.87,173.5,0.83,173.5,0.83,8.5,4.0,,1.0,5.0,7.0,27.0,31.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,90.0,81.0,1.0,1,2.0,31.0,0,,11077.0,0.0,0.0
330,44.0,5.0,第4节,第4节,-8.5,0.8,8.5,0.87,173.5,0.83,173.5,0.83,-8.5,4.0,,1.0,5.0,7.0,27.0,31.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,90.0,81.0,1.0,1,2.0,15.0,0,,21077.0,0.0,0.0
331,44.0,5.0,第4节,第4节,-8.5,0.8,9.5,0.87,173.5,0.83,173.5,0.83,9.5,4.0,,1.0,5.0,7.0,27.0,31.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,90.0,81.0,1.0,1,2.0,15.0,0,,21077.0,0.0,0.0
332,44.0,5.0,第4节,第4节,-9.5,0.8,9.5,0.87,173.5,0.83,173.5,0.83,-9.5,4.0,,1.0,5.0,7.0,27.0,32.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,90.0,92.0,1.0,1,2.0,15.0,0,,21074.0,0.0,0.0
333,44.0,5.0,第4节,第4节,-9.5,0.8,9.5,0.87,173.5,0.83,173.5,0.83,-9.5,4.0,,1.0,5.0,7.0,27.0,32.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,92.0,81.0,1.0,1,2.0,15.0,0,,11077.0,0.0,0.0
334,44.0,5.0,第4节,第4节,-9.5,0.8,9.5,0.87,173.5,0.83,173.5,0.83,-9.5,4.0,,1.0,5.0,7.0,27.0,32.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,92.0,81.0,1.0,1,2.0,4.0,0,,11077.0,0.0,0.0
335,44.0,5.0,第4节,第4节,-9.5,0.8,10.5,0.87,173.5,0.83,173.5,0.83,10.5,4.0,,1.0,5.0,7.0,27.0,32.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,92.0,81.0,1.0,1,2.0,4.0,0,,11077.0,0.0,0.0
336,44.0,5.0,第4节,第4节,-10.5,0.8,10.5,0.87,173.5,0.83,173.5,0.83,-10.5,4.0,,1.0,5.0,7.0,27.0,32.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,92.0,81.0,1.0,1,2.0,3.0,0,,11077.0,0.0,0.0
337,44.0,5.0,第4节,第4节,-10.5,0.8,10.5,0.87,173.5,0.83,173.5,0.83,-10.5,4.0,,1.0,5.0,7.0,27.0,32.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,92.0,81.0,1.0,1,1.0,3.0,0,,11077.0,0.0,0.0
338,44.0,5.0,第4节,第4节,-10.5,0.8,10.5,0.87,173.5,0.83,173.5,0.83,-10.5,4.0,,1.0,5.0,7.0,27.0,32.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,92.0,81.0,1.0,1,1.0,49.0,0,,11077.0,0.0,0.0
339,44.0,5.0,第4节,第4节,-10.5,0.8,10.5,0.87,173.5,0.83,173.5,0.83,-10.5,4.0,,1.0,5.0,7.0,28.0,32.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,83.0,81.0,1.0,1,1.0,49.0,0,,11074.0,0.0,0.0
340,44.0,5.0,第4节,第4节,-10.5,0.8,10.5,0.87,173.5,0.83,173.5,0.83,-10.5,4.0,,1.0,5.0,7.0,28.0,32.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,92.0,83.0,1.0,1,1.0,49.0,0,,21077.0,0.0,0.0
341,44.0,5.0,第4节,第4节,-10.5,0.8,9.5,0.87,173.5,0.83,173.5,0.83,9.5,4.0,,1.0,5.0,7.0,28.0,32.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,92.0,83.0,1.0,1,1.0,49.0,0,,21077.0,0.0,0.0
342,44.0,5.0,第4节,第4节,-9.5,0.8,9.5,0.87,173.5,0.83,173.5,0.83,-9.5,4.0,,1.0,5.0,7.0,28.0,32.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,92.0,83.0,1.0,1,1.0,29.0,0,,21077.0,0.0,0.0
343,44.0,5.0,第4节,第4节,-9.5,0.8,9.5,0.87,173.5,0.83,173.5,0.83,-9.5,4.0,,1.0,5.0,7.0,28.0,32.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,92.0,83.0,1.0,1,1.0,29.0,0,,21077.0,0.0,0.0
344,44.0,5.0,第4节,第4节,-9.5,0.8,9.5,0.87,173.5,0.83,173.5,0.83,-9.5,4.0,,1.0,5.0,7.0,28.0,32.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,92.0,83.0,1.0,1,1.0,26.0,0,,21077.0,0.0,0.0
345,44.0,5.0,第4节,第4节,-9.5,0.8,9.5,0.87,173.5,0.83,173.5,0.83,-9.5,4.0,,1.0,5.0,7.0,28.0,32.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,92.0,83.0,1.0,1,1.0,26.0,0,,11077.0,0.0,0.0
346,44.0,5.0,第4节,第4节,-9.5,0.8,9.5,0.87,173.5,0.83,173.5,0.83,-9.5,4.0,,1.0,5.0,7.0,28.0,32.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,92.0,83.0,1.0,1,1.0,21.0,0,,11077.0,0.0,0.0
347,44.0,5.0,第4节,第4节,-9.5,0.8,8.5,0.87,173.5,0.83,173.5,0.83,8.5,4.0,,1.0,5.0,7.0,28.0,32.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,92.0,83.0,1.0,1,1.0,21.0,0,,11077.0,0.0,0.0
348,44.0,5.0,第4节,第4节,-8.5,0.8,8.5,0.87,173.5,0.83,173.5,0.83,-8.5,4.0,,1.0,5.0,7.0,28.0,32.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,92.0,83.0,1.0,1,1.0,13.0,0,,11077.0,0.0,0.0
349,44.0,5.0,第4节,第4节,-8.5,0.8,8.5,0.87,173.5,0.83,173.5,0.83,-8.5,4.0,,1.0,5.0,7.0,28.0,32.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,92.0,83.0,1.0,1,1.0,13.0,0,,11077.0,0.0,0.0
350,44.0,5.0,第4节,第4节,-8.5,0.8,8.5,0.87,173.5,0.83,173.5,0.83,-8.5,4.0,,1.0,5.0,7.0,28.0,32.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,92.0,83.0,1.0,1,1.0,11.0,0,,11077.0,0.0,0.0
351,44.0,5.0,第4节,第4节,-8.5,0.77,7.5,0.91,173.5,0.83,173.5,0.83,7.5,4.0,,1.0,5.0,7.0,28.0,32.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,92.0,83.0,1.0,1,1.0,11.0,0,,11077.0,0.0,0.0
352,44.0,5.0,第4节,第4节,-7.5,0.77,7.5,0.91,173.5,0.83,173.5,0.83,-7.5,4.0,,1.0,5.0,7.0,29.0,32.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,85.0,83.0,1.0,1,1.0,11.0,0,,11074.0,0.0,0.0
353,44.0,5.0,第4节,第4节,-7.5,0.77,7.5,0.91,173.5,0.83,173.5,0.83,-7.5,4.0,,1.0,5.0,7.0,29.0,32.0,12.0,7.0,1.0,4.0,6.0,2.0,63.2,53.8,92.0,85.0,1.0,1,1.0,11.0,0,,21077.0,0.0,0.0
354,44.0,5.0,第4节,第4节,-7.5,0.77,7.5,0.91,173.5,0.83,173.5,0.83,-7.5,4.0,,1.0,5.0,7.0,29.0,32.0,12.0,7.0,1.0,3.0,6.0,2.0,63.2,53.8,92.0,85.0,1.0,1,1.0,8.0,0,,21081.0,0.0,0.0
355,44.0,5.0,第4节,第4节,-7.5,0.77,7.5,0.91,173.5,0.83,173.5,0.83,-7.5,4.0,,1.0,5.0,7.0,29.0,32.0,12.0,7.0,1.0,3.0,7.0,2.0,63.2,53.8,92.0,85.0,1.0,1,1.0,8.0,0,,11086.0,0.0,0.0
356,44.0,5.0,第4节,第4节,-7.5,0.77,7.5,0.91,173.5,0.83,173.5,0.83,-7.5,4.0,,1.0,5.0,7.0,29.0,32.0,12.0,7.0,1.0,3.0,7.0,2.0,63.2,53.8,92.0,85.0,1.0,0.0,1.0,8.0,0,,21077.0,0.0,0.0
357,44.0,5.0,第4节,第4节,-7.5,0.77,7.5,0.91,173.5,0.83,173.5,0.83,-7.5,4.0,,1.0,5.0,7.0,29.0,32.0,12.0,7.0,1.0,3.0,7.0,2.0,63.2,53.8,92.0,85.0,1.0,0.0,1.0,8.0,0,,21077.0,0.0,0.0
358,44.0,5.0,第4节,第4节,-7.5,0.77,7.5,0.91,173.5,0.83,173.5,0.83,-7.5,4.0,,1.0,5.0,7.0,29.0,32.0,12.0,7.0,1.0,3.0,7.0,2.0,63.2,53.8,92.0,85.0,1.0,1.0,1.0,8.0,0,,21077.0,0.0,0.0
359,44.0,5.0,第4节,第4节,-7.5,0.77,7.5,0.91,173.5,0.83,173.5,0.83,-7.5,4.0,,1.0,5.0,7.0,29.0,32.0,12.0,7.0,1.0,3.0,6.0,2.0,63.2,53.8,92.0,94.0,1.0,1.0,1.0,8.0,0,,11077.0,0.0,0.0
360,44.0,5.0,第4节,第4节,-7.5,0.77,7.5,0.91,173.5,0.83,173.5,0.83,-7.5,4.0,,1.0,5.0,7.0,29.0,33.0,12.0,7.0,1.0,3.0,6.0,2.0,63.2,53.8,92.0,96.0,1.0,1.0,1.0,8.0,0,,21074.0,0.0,0.0
361,44.0,5.0,第4节,第4节,-7.5,0.77,7.5,0.91,173.5,0.83,173.5,0.83,-7.5,4.0,,1.0,5.0,7.0,29.0,33.0,12.0,7.0,1.0,3.0,6.0,2.0,63.2,53.8,94.0,85.0,1.0,1.0,1.0,8.0,0,,11077.0,0.0,0.0
362,44.0,5.0,第4节,第4节,-7.5,0.8,8.5,0.87,173.5,0.83,173.5,0.83,8.5,4.0,,1.0,5.0,7.0,29.0,33.0,12.0,7.0,1.0,3.0,6.0,2.0,63.2,53.8,94.0,85.0,1.0,1.0,1.0,8.0,0,,11077.0,0.0,0.0
363,44.0,5.0,第4节,第4节,-8.5,0.8,8.5,0.87,173.5,0.83,173.5,0.83,-8.5,4.0,,1.0,5.0,7.0,29.0,33.0,12.0,7.0,1.0,3.0,7.0,2.0,63.2,53.8,94.0,85.0,1.0,1.0,1.0,8.0,0,,11086.0,0.0,0.0
364,44.0,5.0,第4节,第4节,-8.5,0.8,9.5,0.87,173.5,0.83,173.5,0.83,9.5,4.0,,1.0,5.0,7.0,29.0,33.0,12.0,7.0,1.0,3.0,7.0,2.0,63.2,53.8,94.0,85.0,1.0,1.0,1.0,8.0,0,,21077.0,0.0,0.0
365,44.0,5.0,第4节,第4节,-9.5,0.8,9.5,0.87,173.5,0.83,173.5,0.83,-9.5,4.0,,1.0,5.0,7.0,29.0,33.0,12.0,7.0,1.0,3.0,7.0,2.0,63.2,53.8,94.0,85.0,1.0,0.0,1.0,8.0,0,,21077.0,0.0,0.0
366,44.0,5.0,第4节,第4节,-9.5,0.8,8.5,0.87,173.5,0.83,173.5,0.83,8.5,4.0,,1.0,5.0,7.0,29.0,33.0,12.0,7.0,1.0,3.0,7.0,2.0,63.2,53.8,94.0,85.0,1.0,0.0,1.0,8.0,0,,11077.0,0.0,0.0
367,44.0,5.0,第4节,第4节,-8.5,0.8,8.5,0.87,173.5,0.83,173.5,0.83,-8.5,4.0,,1.0,5.0,7.0,29.0,33.0,12.0,7.0,1.0,3.0,7.0,2.0,63.2,53.8,94.0,85.0,1.0,0.0,1.0,8.0,0,,11086.0,0.0,0.0
368,44.0,5.0,第4节,第4节,-8.5,0.8,8.5,0.87,173.5,0.83,173.5,0.83,-8.5,4.0,,1.0,5.0,7.0,29.0,33.0,12.0,7.0,1.0,3.0,7.0,2.0,63.2,53.8,94.0,85.0,1.0,1.0,1.0,8.0,0,,21077.0,0.0,0.0
369,44.0,5.0,第4节,第4节,-8.5,0.8,9.5,0.87,173.5,0.83,173.5,0.83,9.5,4.0,,1.0,5.0,7.0,29.0,33.0,12.0,7.0,1.0,3.0,7.0,2.0,63.2,53.8,94.0,85.0,1.0,1.0,1.0,8.0,0,,21077.0,0.0,0.0
370,44.0,5.0,第4节,第4节,-9.5,0.87,9.5,0.8,173.5,0.83,173.5,0.83,-9.5,4.0,1:1,1.0,5.0,7.0,29.0,33.0,12.0,7.0,1.0,3.0,7.0,2.0,63.2,53.8,94.0,85.0,1.0,1.0,1.0,8.0,0,,21078.0,0.0,0.0
371,44.0,5.0,第4节,第4节,-9.5,0.87,9.5,0.8,173.5,0.83,173.5,0.83,-9.5,4.0,1:1,1.0,5.0,7.0,29.0,33.0,12.0,7.0,1.0,3.0,7.0,2.0,63.2,50.0,94.0,85.0,1.0,1.0,1.0,5.0,0,,21080.0,0.0,0.0
372,44.0,5.0,第4节,第4节,-9.5,0.87,9.5,0.8,173.5,0.83,173.5,0.83,-9.5,4.0,,1.0,5.0,7.0,29.0,34.0,12.0,7.0,1.0,3.0,7.0,2.0,63.2,50.0,94.0,96.0,1.0,1.0,1.0,5.0,0,,21074.0,0.0,0.0
373,44.0,5.0,第4节,第4节,-9.5,0.87,9.5,0.8,173.5,0.83,173.5,0.83,-9.5,4.0,,1.0,5.0,7.0,29.0,34.0,12.0,7.0,1.0,3.0,7.0,2.0,63.2,50.0,96.0,85.0,1.0,1.0,1.0,5.0,0,,11077.0,0.0,0.0
374,44.0,5.0,第4节,第4节,-9.5,0.8,10.5,0.87,173.5,0.83,173.5,0.83,10.5,4.0,,1.0,5.0,7.0,29.0,34.0,12.0,7.0,1.0,3.0,7.0,2.0,63.2,50.0,96.0,85.0,1.0,1.0,1.0,5.0,0,,11077.0,0.0,0.0
375,44.0,5.0,第4节,第4节,-10.5,0.8,10.5,0.87,173.5,0.83,173.5,0.83,-10.5,4.0,,1.0,5.0,7.0,29.0,34.0,12.0,7.0,1.0,3.0,7.0,2.0,63.2,50.0,96.0,85.0,1.0,1.0,0.0,59.0,0,,11077.0,0.0,0.0
376,44.0,5.0,第4节,第4节,-10.5,0.8,10.5,0.87,173.5,0.83,173.5,0.83,-10.5,4.0,,1.0,5.0,7.0,29.0,34.0,12.0,7.0,1.0,3.0,7.0,3.0,63.2,50.0,96.0,85.0,1.0,1.0,0.0,59.0,0,,21086.0,0.0,0.0
377,44.0,5.0,第4节,第4节,-10.5,0.83,10.5,0.83,173.5,0.83,173.5,0.83,-10.5,4.0,,1.0,5.0,7.0,29.0,34.0,12.0,7.0,1.0,3.0,7.0,3.0,63.2,50.0,96.0,85.0,1.0,1.0,0.0,50.0,0,,11077.0,0.0,0.0
378,44.0,5.0,第4节,第4节,-10.5,0.83,10.5,0.83,173.5,0.83,173.5,0.83,-10.5,4.0,,1.0,5.0,7.0,30.0,34.0,12.0,7.0,1.0,3.0,7.0,3.0,63.2,50.0,87.0,85.0,1.0,1.0,0.0,50.0,0,,11074.0,0.0,0.0
